日期,主体ID,主体类型,主体名称,展现量,点击量,花费,点击率,平均点击花费,总成交金额,总成交笔数,点击转化率,总购物车数,收藏宝贝数,收藏店铺数,总收藏数,宝贝收藏成本
2026-03-07,540791442966,短视频,慢生活mlife家居生活新风尚,380,22,44.11,0.05789,2.01,64.50,1,0.04545,2,0,0,0,
2026-03-07,538016252131,短视频,四季通用的玉米绒沙发垫,220,5,7.28,0.02273,1.46,0.00,0,0,1,0,0,0,
2026-03-07,538015372788,短视频,"绣雏菊沙发垫,让家更温馨",1127,50,46.59,0.04437,0.93,0.00,0,0,18,0,0,0,
2026-03-07,537916670586,短视频,好物分享l水洗全棉四季可用沙发垫,879,50,44.69,0.05688,0.89,79.62,1,0.02,8,2,0,2,22.35
2026-03-07,537573440852,短视频,软萌好RUA！原创毛巾绣苹果兔抱枕，萌趣满分！,24,1,1.27,0.04167,1.27,0.00,0,0,0,0,0,0,
2026-03-07,536415651226,短视频,?一整个爱住！这颗毛茸茸的红苹果，软fufu到心巴上～,241,5,10.20,0.02075,2.04,482.01,7,1.4,25,0,0,0,
2026-03-07,536415559340,短视频,小众控必入！神仙颜值的满绣苔藓抱枕来了！,2179,66,75.80,0.03029,1.15,102.00,2,0.0303,15,1,1,2,75.80
2026-03-07,535585082897,短视频,萌化了！原创苹果兔毛巾绣抱枕，毛茸茸手感太上头！,807,15,30.17,0.01859,2.01,0.00,0,0,3,0,1,1,
2026-03-07,535447529073,短视频,绝非普通印花！解锁毛巾绣斑马抱枕，拯救单调沙发！,255,4,6.98,0.01569,1.75,39.39,1,0.25,6,0,1,1,
2026-03-07,535241842685,短视频,谁还没拥有这款蝴蝶结抱枕 ！,2088,77,109.17,0.03688,1.42,559.02,14,0.18182,29,2,2,4,54.59
2026-03-07,532636393176,短视频,这款复古客厅少女心沙发抱枕真是颜值担当！,491,19,18.24,0.0387,0.96,39.96,1,0.05263,6,1,0,1,18.24
2026-03-07,532515685685,短视频,软！萌！暖！原创苹果兔毛巾绣抱枕，治愈系抱感来袭~,1820,61,130.46,0.03352,2.14,301.72,7,0.11475,34,0,2,2,
2026-03-07,531569199631,短视频,“它”在等你回家！精致毛巾绣苹果兔抱枕，赋予家居温度与灵魂。,1828,80,183.98,0.04376,2.30,307.08,6,0.075,41,1,3,4,183.98
2026-03-07,530797208465,短视频,高级感玉米绒四季可用软fufu靠背！,1178,47,68.14,0.0399,1.45,0.00,0,0,13,0,0,0,
2026-03-07,530750622143,短视频,谁家还没有买这款三角形软靠背，真是超级舒服！,166,7,16.07,0.04217,2.30,0.00,0,0,1,0,0,0,
2026-03-07,530699336540,短视频,儿童房软装必备的软fufu靠背！,358,16,20.93,0.04469,1.31,119.00,1,0.0625,4,0,1,1,
2026-03-07,530696684580,短视频,居家必备，软靠背放在任何角落都行！,32,5,3.47,0.15625,0.69,0.00,0,0,4,1,0,1,3.47
2026-03-07,530696308316,短视频,谁还没有这款床头靠背啊！真是太舒服了！,154,13,17.03,0.08442,1.31,0.00,0,0,1,0,0,0,
2026-03-07,530649570870,短视频,儿童房这个大象靠背可爱到我了！,9,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-07,530647050636,短视频,软包幸福感，北欧现代百搭靠背,1172,65,97.76,0.05546,1.50,430.82,4,0.06154,5,2,0,2,48.88
2026-03-07,530418176209,短视频,入冬了，谁家还没铺上这款绒感地垫啊！,316,14,15.90,0.0443,1.14,0.00,0,0,4,0,0,0,
2026-03-07,530369678295,短视频,有没有人能懂一下，这款棉麻材质的床头靠背有多舒服！,705,28,41.52,0.03972,1.48,262.00,2,0.07143,2,1,0,1,41.52
2026-03-07,530039838129,短视频,好物分享l十字纹皮面抱枕,150,1,1.69,0.00667,1.69,0.00,0,0,2,1,0,1,1.69
2026-03-07,529937770007,短视频,四季可用 中古异形沙发垫！,585,22,19.35,0.03761,0.88,0.00,0,0,0,0,0,0,
2026-03-07,529321370204,短视频,家的焕新好物l四季可用的异形沙发垫,270,11,14.20,0.04074,1.29,0.00,0,0,3,0,1,1,
2026-03-07,528938064253,短视频,侘寂风长条抱枕  家居必备！,770,23,35.23,0.02987,1.53,157.44,3,0.13043,8,0,1,1,
2026-03-07,527170934899,短视频,没人能比我的蒲团更好看，因为我是。。,2006,58,62.09,0.02891,1.07,127.69,4,0.06897,8,0,0,0,
2026-03-07,527134583803,短视频,我的椅子终于不再冷我的pp了！,367,17,13.34,0.04632,0.78,96.33,1,0.05882,11,1,1,2,13.34
2026-03-07,526044575471,短视频,这款田园风格的垫子 四季可用快来看看吧!,4269,226,134.73,0.05294,0.60,343.59,17,0.07522,44,5,0,5,26.95
2026-03-07,525550264759,短视频,治愈系家居好物！链条绣\+毛巾绣粉郁金香抱枕，小众高级有品位,240,8,11.82,0.03333,1.48,0.00,0,0,2,0,0,0,
2026-03-07,525484054336,短视频,好物分享l日式棉麻蒲团坐垫！,241,13,9.36,0.05394,0.72,103.98,5,0.38462,6,0,0,0,
2026-03-07,525149963536,短视频,温柔狙击！粉郁金香抱枕，双绣工艺，治愈力满分！,61,2,2.05,0.03279,1.03,31.80,1,0.5,15,0,0,0,
2026-03-07,525092257094,短视频,奶呼呼的南瓜圆枕，请查收！,534,10,10.24,0.01873,1.02,0.00,0,0,0,0,0,0,
2026-03-07,524754881004,短视频,? 给沙发加个“艺术展”！毛巾绣抱枕，小众品味之选~,11,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-07,522722596526,短视频,治愈系家居好物！能“摸”到花瓣的粉郁金香抱枕,58,2,2.27,0.03448,1.14,0.00,0,0,0,0,0,0,
2026-03-07,522527933014,短视频,全棉帆布白底抱枕 立体毛巾绣小雏菊 可拆洗,866,31,37.58,0.0358,1.21,106.50,2,0.06452,7,0,0,0,
2026-03-07,521828092571,短视频,高级定制感！双工艺链条绣毛巾绣郁金香抱枕，小众格调家居必备,773,23,32.46,0.02975,1.41,77.01,1,0.04348,7,0,0,0,
2026-03-07,521206416875,短视频,毛巾绣郁金香抱枕！温柔裸粉色太戳心巴！,1434,54,75.97,0.03766,1.41,125.72,3,0.05556,11,0,1,1,
2026-03-07,520432630221,短视频,懒人沙发CP锁死！郁金香毛巾绣抱枕，宅家幸福感\+N,51,3,7.18,0.05882,2.39,0.00,0,0,2,0,0,0,
2026-03-07,520262215795,短视频,巨软糯的郁金香抱枕刺绣细节绝了，宅家幸福感超强,815,26,34.76,0.0319,1.34,24.04,1,0.03846,4,0,0,0,
2026-03-07,506586023491,短视频,新年新气象，快来给自己的沙发装扮一下吧！,69,2,1.31,0.02899,0.66,0.00,0,0,0,0,0,0,
2026-03-07,502556087109,短视频,年关将至 给沙发换个新年装扮,9,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-07,501776323133,短视频,新年哪能少的了国风抱枕啊!!!,6,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-07,501594849529,短视频,新年抱枕上新~恭喜发财，共贺新春!,5,0,0.00,0,,0.00,0,,3,0,0,0,
2026-03-07,448976611292,短视频,新年氛围感\|新年宅家布置,3,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-07,447695134038,短视频,"日式棉麻蒲团,圆形胖墩墩,坐感舒适",252,10,5.85,0.03968,0.59,68.61,1,0.1,2,0,0,0,
2026-03-07,447047544009,短视频,忍不住分享一个超老实的坐垫！,3427,197,274.40,0.05748,1.39,637.51,23,0.11675,80,4,3,7,68.60
2026-03-07,446578190359,短视频,100%全棉沙发垫，新年宅家必备,31,5,6.10,0.16129,1.22,0.00,0,0,0,0,0,0,
2026-03-07,446577394488,短视频,新年宅家，少不了的躺平伴侣,143,6,12.07,0.04196,2.01,48.45,1,0.16667,1,0,0,0,
2026-03-07,446175681460,短视频,我为什么没有早点买这个沙发垫！！！,47,2,7.69,0.04255,3.85,0.00,0,0,21,0,0,0,
2026-03-07,445931457673,短视频,新年宅家，怎么少得了它！,70,1,2.95,0.01429,2.95,118.10,3,3,2,0,0,0,
